1	0
1	2
0	2
0	3
2	3
4	1
4	5
5	1
4	6
6	1
7	1
4	8
8	1
9	1
10	1
11	1
12	1
1	13
4	14
14	2
4	15
4	16
16	12
16	13
4	17
4	18
6	18
4	19
4	20
8	20
10	20
4	21
5	21
4	22
4	23
4	24
4	25
4	26
4	27
4	28
4	29
6	30
18	30
31	7
7	32
7	33
7	34
32	34
33	34
7	35
8	35
10	35
7	36
32	36
34	36
20	36
7	37
7	38
32	38
34	38
36	38
7	39
34	39
7	40
34	40
38	40
39	40
7	41
7	42
37	42
7	43
7	44
42	44
7	45
40	45
7	46
7	47
34	47
24	47
40	47
7	48
41	48
31	49
7	49
40	49
7	50
32	50
34	50
36	50
38	50
8	51
12	51
8	52
10	52
51	52
14	53
8	53
54	11
54	55
11	55
11	56
11	57
55	57
56	57
58	16
58	12
14	59
14	60
60	34
60	37
60	45
61	15
62	15
63	15
15	64
15	65
59	66
15	66
15	67
67	17
15	68
15	69
15	70
15	71
15	72
15	73
15	74
64	74
15	75
64	75
67	75
17	75
61	76
15	76
67	76
69	76
74	76
75	76
15	77
65	77
15	78
78	56
78	48
15	79
15	80
15	81
63	82
15	82
73	82
63	83
15	83
68	83
15	84
15	85
73	85
15	86
19	86
76	86
58	87
16	87
17	88
88	76
67	89
17	89
75	89
90	19
91	19
92	19
92	75
19	93
19	94
19	95
64	96
19	96
19	97
95	97
98	20
20	99
99	29
23	100
23	101
100	101
63	102
23	102
63	103
70	103
23	103
82	103
102	103
60	104
24	104
24	105
105	47
105	49
106	25
107	25
106	108
107	108
108	25
106	109
107	109
108	109
78	109
25	109
54	110
108	110
25	110
109	110
111	27
111	112
112	27
54	113
27	113
113	110
114	28
114	115
115	28
100	116
28	116
117	29
118	99
118	29
35	119
119	29
117	120
120	29
121	29
31	122
123	32
123	34
123	36
123	40
123	49
60	124
32	124
124	45
34	125
34	126
34	127
80	127
35	128
128	52
129	37
129	109
130	38
131	39
131	40
40	132
125	133
40	133
40	134
40	135
132	135
134	135
40	136
137	41
138	42
138	53
139	42
43	140
141	105
141	47
141	53
142	48
130	143
126	143
143	48
144	49
104	145
49	145
54	146
146	109
146	113
54	147
108	147
55	147
54	148
55	148
78	148
109	148
56	148
57	148
54	149
148	149
113	149
150	55
150	57
150	148
150	149
151	106
151	107
151	108
151	55
151	109
151	148
152	55
153	55
153	147
151	154
108	154
55	154
154	109
154	149
151	155
108	155
55	155
154	155
155	109
55	156
56	156
156	148
151	157
108	157
55	157
78	157
109	157
56	157
57	157
59	158
98	159
59	159
60	160
124	160
160	104
60	161
61	162
61	163
162	163
61	164
61	165
164	165
61	166
61	167
76	167
61	168
163	168
76	168
89	168
61	169
63	169
61	170
171	63
171	103
172	63
173	63
173	103
63	174
174	102
173	175
63	175
175	169
175	103
63	176
63	177
177	144
177	170
171	178
172	178
173	178
63	178
115	178
178	170
63	179
76	179
171	180
172	180
63	180
180	103
63	181
80	181
181	121
181	127
63	182
182	82
63	183
68	183
177	183
183	82
63	184
184	103
64	185
175	186
68	186
186	170
69	187
187	166
188	71
163	189
72	189
189	86
190	185
190	74
190	191
175	191
191	74
75	192
193	76
193	194
76	194
185	195
77	195
196	106
196	78
196	109
197	78
198	78
199	78
200	78
196	201
201	78
151	202
164	202
78	202
202	109
108	203
78	203
203	157
196	204
106	204
201	204
78	204
78	205
131	206
78	206
151	207
108	207
78	207
109	207
207	110
201	208
78	208
196	209
198	209
78	209
203	209
155	209
205	209
209	148
209	157
209	149
78	210
203	210
210	157
78	211
148	211
78	212
196	213
78	213
204	213
214	79
214	148
150	215
214	215
79	215
112	215
148	215
113	215
216	123
216	80
216	181
217	80
217	181
217	100
217	218
115	218
218	80
218	181
218	219
80	219
181	219
219	127
81	220
82	220
221	177
221	82
221	170
222	82
223	84
165	224
223	224
224	84
225	85
226	89
226	192
90	227
90	228
90	229
90	230
90	231
229	231
231	165
90	232
90	233
90	234
90	235
90	236
233	236
90	237
233	237
236	237
91	238
194	238
92	239
239	93
93	240
98	241
241	218
241	121
98	242
122	242
242	159
242	149
99	243
118	244
99	244
245	103
246	103
245	247
178	247
247	103
248	105
106	249
107	249
249	108
249	154
249	207
249	113
249	157
249	215
106	250
107	250
108	250
250	109
251	108
251	113
196	252
151	252
252	108
252	109
252	110
108	253
109	253
205	253
254	109
196	255
151	255
254	255
198	255
255	109
255	205
255	148
255	157
255	110
256	113
257	113
258	113
196	259
256	259
259	146
259	113
260	113
256	261
259	261
251	261
260	261
261	113
261	215
262	113
263	113
260	264
261	264
264	113
251	265
265	113
115	266
115	267
261	267
268	119
129	269
269	119
270	121
129	271
271	262
271	121
272	121
272	273
121	273
248	274
124	274
160	274
124	275
276	126
126	277
277	267
278	127
129	279
261	279
129	280
279	280
277	280
280	157
281	130
142	282
281	282
282	130
282	143
130	283
283	143
137	284
282	284
130	284
283	284
143	284
285	132
285	135
286	134
286	135
287	137
287	277
287	275
287	135
287	157
288	137
288	135
138	289
141	290
141	291
286	292
142	292
282	292
144	293
294	145
295	145
296	264
296	148
151	297
297	154
297	148
298	148
232	299
299	209
299	148
300	148
301	148
301	149
298	302
148	302
302	157
303	151
151	304
249	304
154	304
305	255
305	155
305	210
306	157
229	307
307	157
308	159
309	159
310	159
311	164
311	312
164	312
224	312
165	313
165	314
224	314
312	314
165	315
314	315
171	316
316	178
173	317
175	317
176	318
189	319
189	320
190	321
322	194
322	319
197	323
229	323
198	324
324	210
198	325
325	209
326	199
326	327
199	327
199	328
199	329
327	329
199	330
200	330
328	330
329	330
331	200
305	332
332	200
332	330
333	200
200	334
334	299
334	330
200	335
232	335
335	299
200	336
334	336
336	330
200	337
324	337
331	338
332	338
200	338
200	339
335	339
338	339
305	340
340	206
340	341
341	206
342	232
342	208
343	337
343	208
344	209
345	209
324	346
346	210
347	211
218	348
227	349
222	349
350	224
350	312
350	314
351	224
352	224
352	315
227	353
227	354
353	354
228	355
229	356
323	356
231	356
356	307
357	347
357	231
231	358
359	344
359	232
359	299
359	354
360	234
360	328
361	235
361	362
235	362
243	363
244	364
245	365
246	366
255	367
367	253
368	255
368	367
255	369
338	369
257	370
370	258
370	280
257	371
371	280
370	372
258	372
373	260
373	371
373	280
374	260
374	261
374	264
375	261
370	376
261	376
372	376
263	377
377	280
378	266
379	267
287	380
277	380
267	380
381	270
382	287
382	277
382	275
383	277
277	384
385	278
386	377
386	371
386	279
280	387
287	388
281	388
382	389
287	389
390	289
293	391
392	302
393	303
393	344
303	394
303	395
308	396
309	397
312	398
399	313
399	315
313	400
400	314
316	401
402	323
323	403
326	404
404	327
404	329
405	328
406	354
406	329
359	407
407	329
408	330
409	334
410	335
410	338
410	339
411	337
412	360
412	338
412	356
413	339
348	414
357	415
415	349
351	416
353	417
417	354
418	354
357	419
357	420
420	415
421	360
422	369
422	408
423	369
424	370
370	425
425	372
374	426
427	375
427	428
375	428
386	429
429	377
389	430
431	392
432	396
433	396
434	401
435	407
436	408
437	408
409	438
439	415
440	417
418	441
421	441
418	442
419	443
420	444
445	441
445	423
446	423
447	439
