0	3.483884	12.293785
1	4.986676	11.347861
2	5.821516	13.144438
3	2.895882	12.254295
4	2.10724	13.20152
5	3.473022	12.887832
6	3.582254	12.76019
7	0.115187	12.550197
8	5.275148	12.865004
9	4.209199	8.003244
10	6.242673	13.18792
11	3.445244	11.747411
12	0.664419	13.15241
13	2.410602	12.979998
14	3.765414	12.921248
15	4.672137	13.122981
16	5.390963	13.018903
17	1.370507	12.264391
18	0.49146	11.308978
19	5.059005	11.807137
20	5.761799	12.560413
21	4.558872	12.673804
22	4.877532	12.392875
23	4.642919	11.524864
24	4.577885	12.031695
25	4.065796	12.570471
26	0.646235	11.626775
27	4.904158	12.955803
28	2.356907	12.935161
29	2.676346	13.003418
30	1.53602	8.646258
31	0.805248	12.995365
32	4.440926	13.092469
33	5.573092	12.696246
34	0.158958	11.30612
35	1.247901	11.754914
36	0.314568	9.66159
37	2.698439	10.003411
38	4.197646	11.039215
39	2.77841	12.997071
40	3.627106	12.595984
41	0.746533	13.110683
42	1.788875	11.802821
43	5.583995	10.357645
44	0.399079	11.879739
45	3.984918	12.755269
46	3.042455	12.767419
47	2.578897	11.43125
48	0.682735	12.962624
49	6.132582	12.786334
50	6.217715	13.047816
51	0.479264	12.987675
52	0.620885	13.17703
53	5.441198	12.346711
54	4.235876	11.407273
55	1.027692	12.767039
56	2.497442	12.865603
57	5.853138	12.812833
58	1.14173	11.794724
59	2.148914	11.082177
60	0.847919	12.875922
61	3.475909	8.553454
62	4.640811	12.020835
63	5.09057	9.084317
64	1.640424	10.878752
65	6.165239	11.299085
66	6.037265	12.86689
67	1.824051	13.153564
68	3.53902	13.15068
69	5.193496	13.015147
70	2.918485	12.888797
71	3.071507	7.454421
72	1.712227	10.752226
73	3.419059	12.545821
74	1.512222	12.470668
75	4.394766	10.511279
76	5.418619	12.638834
77	6.250516	12.863557
78	1.35911	12.079078
79	2.816606	11.184216
80	3.714682	12.416444
81	4.574488	12.526032
82	3.059976	12.223696
83	3.843727	13.204434
84	1.097417	13.163133
85	1.807521	12.50657
86	2.692041	11.953477
87	3.148645	11.354546
88	1.237302	11.718619
89	0.975039	13.169671
90	5.852492	12.508168
91	5.109665	10.816995
92	0.674109	11.253638
93	2.480986	11.164582
94	3.85171	12.738888
95	5.032752	10.91211
96	1.713066	12.942041
97	4.751969	12.286369
98	3.439408	11.445505
99	5.088853	12.653919
100	5.066549	11.627166
101	2.269543	13.099235
102	5.492217	12.893044
103	5.879671	10.748964
104	5.702706	13.135489
105	3.195857	13.108386
106	5.94133	10.944137
107	3.976753	12.742085
108	0.816147	13.159684
109	2.365473	13.192378
110	5.472146	11.529672
111	5.951065	12.983392
112	4.439095	13.033879
113	5.675069	11.708211
114	0.449173	12.861472
115	6.132143	11.666682
116	5.093926	10.599419
117	0.70794	12.71355
118	1.253503	11.784264
119	4.749291	13.165516
120	0.875952	13.085974
121	5.945038	12.843574
122	3.684299	13.116551
123	0.866351	12.145889
124	3.81316	11.652938
125	2.885118	12.324734
126	4.346864	12.415459
127	3.904147	12.575822
128	0.68966	12.59254
129	4.098092	12.298151
130	1.493582	12.977623
131	0.37137	11.990872
132	6.065551	13.165537
133	4.607281	12.992004
134	1.383737	13.002395
135	1.708893	12.38801
136	4.735348	12.670438
137	2.793786	12.919963
138	5.009351	12.708147
139	0.353723	12.135671
140	0.608776	12.580396
141	5.541446	12.321856
142	5.79184	11.284413
143	1.175229	12.352852
144	0.175252	13.187506
145	1.337149	10.942519
146	2.937186	12.841713
147	1.973157	12.830917
148	2.78783	12.518725
149	3.75542	13.167015
150	3.370638	11.864568
151	0.148071	10.680464
152	0.551874	12.799293
153	3.959264	12.43821
154	0.318808	10.523017
155	1.817366	11.777917
156	1.268644	13.027928
157	5.883225	12.992888
158	4.238033	13.062522
159	0.975613	13.062982
160	6.04859	11.712606
161	6.082119	12.65384
162	4.02128	12.52466
163	5.422142	12.813424
164	2.069343	13.118327
165	4.697492	12.455847
166	2.075506	10.717066
167	0.979597	11.383988
168	1.504233	12.550645
169	1.90542	11.300114
170	2.968663	12.799225
171	2.750626	12.105453
172	4.798413	11.825033
173	5.014605	12.64185
174	3.125935	12.506845
175	0.883361	9.395633
176	2.019794	12.456967
177	5.593931	13.083906
178	2.454386	9.157301
179	0.283814	11.478308
180	1.34408	11.636505
181	3.680525	11.260011
182	3.543682	12.245349
183	6.046966	11.535643
184	3.315798	11.194361
185	0.587772	12.841614
186	5.391988	13.227342
187	4.238583	12.280295
188	5.689065	12.012007
189	0.377291	12.427636
190	2.677035	12.582901
191	5.423156	12.947667
192	1.942946	11.507049
193	4.454718	11.47749
194	3.183604	11.723225
195	2.637876	11.473749
196	3.436652	11.633692
197	1.664085	13.22057
198	4.695338	13.080587
199	5.745065	12.905343
200	3.097067	12.825595
201	1.729228	13.217679
202	3.388051	12.687048
203	6.113084	9.487758
204	2.654628	12.49236
205	5.325746	13.185682
206	1.467841	10.868135
207	3.745305	11.677055
208	2.916433	12.249183
209	1.524935	12.772658
210	0.372184	8.808422
211	4.344537	11.86974
212	4.198026	12.062721
213	4.505984	9.314534
214	1.153302	12.556512
215	4.338131	11.979685
216	4.017515	11.817027
217	0.173053	9.013649
218	5.751984	12.981615
219	3.916311	13.227008
220	0.210142	12.712071
221	1.171903	12.431828
